scene_name,city,split,provider__Google_Satellite,provider__Bing_Satellite,provider__ESRI_Satellite,provider__Yandex_Satellite,provider__OSM_Standard,
newyork__location_55,newyork,train,1,0,1,1,1,
newyork__location_56,newyork,train,1,1,1,1,1,
newyork__location_57,newyork,train,1,1,1,1,1,
newyork__location_58,newyork,train,1,1,1,1,1,
newyork__location_59,newyork,train,1,1,1,1,1,
newyork__location_60,newyork,train,1,1,1,1,1,
newyork__location_61,newyork,train,1,0,1,1,1,
newyork__location_62,newyork,train,1,1,1,1,1,
newyork__location_63,newyork,train,1,1,1,1,1,
newyork__location_64,newyork,train,1,1,1,1,1,
newyork__location_65,newyork,train,1,0,1,1,1,
newyork__location_66,newyork,train,1,1,1,1,1,
newyork__location_67,newyork,train,1,1,1,1,1,
newyork__location_68,newyork,train,1,1,1,1,1,
newyork__location_69,newyork,train,1,1,1,1,1,
newyork__location_70,newyork,train,1,1,1,1,1,
newyork__location_71,newyork,train,1,1,1,1,1,
newyork__location_72,newyork,train,1,0,1,1,1,
newyork__location_73,newyork,train,1,1,1,1,1,
newyork__location_74,newyork,train,1,1,1,1,1,
newyork__location_75,newyork,train,1,1,1,1,1,
newyork__location_76,newyork,train,1,1,1,1,1,
newyork__location_77,newyork,train,1,1,1,1,1,
newyork__location_78,newyork,train,1,1,1,1,1,
newyork__location_79,newyork,train,1,1,1,1,1,
newyork__location_80,newyork,train,1,1,1,1,1,
newyork__location_81,newyork,train,1,1,1,1,1,
newyork__location_82,newyork,train,1,1,1,1,1,
newyork__location_83,newyork,train,1,1,1,1,1,
newyork__location_84,newyork,train,1,1,1,1,1,
newyork__location_85,newyork,train,1,1,1,1,1,
newyork__location_86,newyork,train,1,1,1,1,1,
newyork__location_87,newyork,train,0,0,1,1,1,
newyork__location_88,newyork,train,1,1,1,1,1,
newyork__location_89,newyork,train,1,1,1,1,1,
newyork__location_90,newyork,train,1,1,1,1,1,
newyork__location_91,newyork,train,1,1,1,1,1,
newyork__location_92,newyork,train,1,1,1,1,1,
newyork__location_93,newyork,train,1,1,1,1,1,
newyork__location_94,newyork,train,1,1,1,1,1,
newyork__location_95,newyork,train,1,1,1,1,1,
newyork__location_96,newyork,train,1,0,1,1,1,
newyork__location_97,newyork,train,1,1,1,1,1,
newyork__location_98,newyork,train,1,1,1,1,1,
newyork__location_99,newyork,train,1,1,1,1,1,
newyork__location_100,newyork,train,1,1,1,1,1,
newyork__location_101,newyork,train,1,1,1,1,1,
newyork__location_102,newyork,train,1,1,1,1,1,
newyork__location_103,newyork,train,1,0,1,1,1,
newyork__location_104,newyork,train,1,1,1,1,1,
newyork__location_105,newyork,train,1,1,1,1,1,
newyork__location_106,newyork,train,0,0,1,1,1,
newyork__location_107,newyork,train,1,1,1,1,1,
newyork__location_108,newyork,train,1,1,1,1,1,
newyork__location_109,newyork,train,0,1,1,1,1,
newyork__location_110,newyork,train,1,1,1,1,1,
newyork__location_111,newyork,train,1,1,1,1,1,
newyork__location_112,newyork,train,1,1,1,1,1,
newyork__location_113,newyork,train,1,1,1,1,1,
newyork__location_114,newyork,train,1,1,1,1,1,
newyork__location_115,newyork,train,1,1,1,1,1,
newyork__location_116,newyork,train,1,1,1,1,1,
newyork__location_117,newyork,train,1,1,1,1,1,
newyork__location_118,newyork,train,1,1,1,1,1,
newyork__location_119,newyork,train,1,1,1,1,1,
newyork__location_120,newyork,train,1,1,1,1,1,
newyork__location_121,newyork,train,1,1,1,1,1,
newyork__location_122,newyork,train,1,1,1,1,1,
newyork__location_123,newyork,train,1,1,1,1,1,
newyork__location_124,newyork,train,1,0,1,1,1,
newyork__location_125,newyork,train,1,1,1,1,1,
newyork__location_126,newyork,train,1,0,1,1,1,
newyork__location_127,newyork,train,1,1,1,1,1,
newyork__location_128,newyork,train,1,1,1,1,1,
newyork__location_129,newyork,train,1,1,1,1,1,
newyork__location_130,newyork,train,1,1,1,1,1,
newyork__location_131,newyork,train,1,1,1,1,1,
newyork__location_132,newyork,train,1,1,1,1,1,
newyork__location_133,newyork,train,1,1,1,1,1,
newyork__location_134,newyork,train,1,1,1,1,1,
newyork__location_135,newyork,train,1,1,1,1,1,
newyork__location_136,newyork,train,1,1,1,1,1,
newyork__location_137,newyork,train,1,1,1,1,1,
newyork__location_138,newyork,train,1,1,1,1,1,
newyork__location_139,newyork,train,1,1,1,1,1,
newyork__location_140,newyork,train,1,0,1,1,1,
newyork__location_141,newyork,train,1,1,1,1,1,
newyork__location_142,newyork,train,1,1,1,1,1,
newyork__location_143,newyork,train,1,1,1,1,1,
newyork__location_144,newyork,train,1,1,1,1,1,
newyork__location_145,newyork,train,1,1,1,1,1,
newyork__location_146,newyork,train,1,1,1,1,1,
newyork__location_147,newyork,train,1,1,1,1,1,
newyork__location_148,newyork,train,1,1,1,1,1,
newyork__location_149,newyork,train,1,1,1,1,1,
newyork__location_150,newyork,train,1,1,1,1,1,
newyork__location_151,newyork,train,1,1,1,1,1,
newyork__location_152,newyork,train,1,1,1,1,1,
newyork__location_153,newyork,train,1,1,1,1,1,
newyork__location_154,newyork,train,1,1,1,1,1,
newyork__location_155,newyork,train,1,1,1,1,1,
newyork__location_156,newyork,train,1,1,1,1,1,
newyork__location_157,newyork,train,1,1,1,1,1,
newyork__location_158,newyork,train,1,1,1,1,1,
newyork__location_159,newyork,train,1,1,1,1,1,
newyork__location_160,newyork,train,1,1,1,1,1,
newyork__location_161,newyork,train,1,1,1,1,1,
newyork__location_162,newyork,train,1,1,1,1,1,
newyork__location_163,newyork,train,1,1,1,1,1,
newyork__location_164,newyork,train,1,1,1,1,1,
newyork__location_165,newyork,train,1,0,1,1,1,
newyork__location_166,newyork,train,1,1,1,1,1,
newyork__location_167,newyork,train,1,1,1,1,1,
newyork__location_168,newyork,train,1,1,1,1,1,
newyork__location_169,newyork,train,1,1,1,1,1,
newyork__location_170,newyork,train,0,0,1,1,1,
newyork__location_171,newyork,train,1,1,1,1,1,
newyork__location_172,newyork,train,1,1,1,1,1,
newyork__location_173,newyork,train,1,1,1,1,1,
newyork__location_174,newyork,train,1,1,1,1,1,
newyork__location_175,newyork,train,1,1,1,1,1,
newyork__location_176,newyork,train,0,1,1,1,1,
newyork__location_177,newyork,train,1,1,1,1,1,
newyork__location_178,newyork,train,1,1,1,1,1,
newyork__location_179,newyork,train,1,1,1,1,1,
newyork__location_180,newyork,train,1,1,1,1,1,
newyork__location_181,newyork,train,1,1,1,1,1,
newyork__location_182,newyork,train,1,1,1,1,1,
newyork__location_183,newyork,train,1,1,1,1,1,
newyork__location_184,newyork,train,1,1,1,1,1,
newyork__location_185,newyork,train,1,1,1,1,1,
newyork__location_186,newyork,train,1,1,1,1,1,
newyork__location_187,newyork,train,1,1,1,1,1,
newyork__location_188,newyork,train,1,1,1,1,1,
newyork__location_189,newyork,train,1,0,1,1,1,
newyork__location_190,newyork,train,1,1,1,1,1,
newyork__location_191,newyork,train,1,1,1,1,1,
newyork__location_192,newyork,train,1,1,1,1,1,
newyork__location_193,newyork,train,1,1,1,1,1,
newyork__location_194,newyork,train,1,1,1,1,1,
newyork__location_195,newyork,train,1,0,1,1,1,
newyork__location_196,newyork,train,1,1,1,1,1,
newyork__location_197,newyork,train,1,0,1,1,1,
newyork__location_198,newyork,train,1,1,1,1,1,
newyork__location_199,newyork,train,1,1,1,1,1,
newyork__location_200,newyork,train,1,1,1,1,1,
newyork__location_201,newyork,train,1,1,1,1,1,
newyork__location_202,newyork,train,1,1,1,1,1,
newyork__location_203,newyork,train,1,1,1,1,1,
newyork__location_204,newyork,train,1,1,1,1,1,
newyork__location_205,newyork,train,1,1,1,1,1,
newyork__location_206,newyork,train,1,1,1,1,1,
newyork__location_207,newyork,train,1,0,1,1,1,
newyork__location_208,newyork,train,1,0,1,1,1,
newyork__location_209,newyork,train,1,1,1,1,1,
newyork__location_210,newyork,train,1,1,1,1,1,
newyork__location_211,newyork,train,1,1,1,1,1,
newyork__location_212,newyork,train,1,0,1,1,1,
newyork__location_213,newyork,train,1,1,1,1,1,
newyork__location_214,newyork,train,1,1,1,1,1,
newyork__location_215,newyork,train,1,1,1,1,1,
newyork__location_216,newyork,train,1,1,1,1,1,
newyork__location_217,newyork,train,1,1,1,1,1,
newyork__location_218,newyork,train,1,1,1,1,1,
newyork__location_219,newyork,train,1,0,1,1,1,
newyork__location_220,newyork,train,1,1,1,1,1,
newyork__location_221,newyork,train,1,1,1,1,1,
newyork__location_222,newyork,train,1,1,1,1,1,
newyork__location_223,newyork,train,1,1,1,1,1,
newyork__location_224,newyork,train,1,1,1,1,1,
newyork__location_225,newyork,train,1,1,1,1,1,
newyork__location_226,newyork,train,1,1,1,1,1,
newyork__location_227,newyork,train,1,1,1,1,1,
newyork__location_228,newyork,train,1,1,1,1,1,
newyork__location_229,newyork,train,1,1,1,1,1,
newyork__location_230,newyork,train,1,1,1,1,1,
newyork__location_231,newyork,train,1,1,1,1,1,
newyork__location_232,newyork,train,1,1,1,1,1,
newyork__location_233,newyork,train,1,1,1,1,1,
newyork__location_234,newyork,train,1,1,1,1,1,
newyork__location_235,newyork,train,1,1,1,1,1,
newyork__location_236,newyork,train,1,1,1,1,1,
newyork__location_237,newyork,train,1,1,1,1,1,
newyork__location_238,newyork,train,1,1,1,1,1,
newyork__location_239,newyork,train,1,1,1,1,1,
newyork__location_240,newyork,train,1,0,1,1,1,
newyork__location_241,newyork,train,1,1,1,1,1,
newyork__location_242,newyork,train,1,1,1,1,1,
newyork__location_243,newyork,train,1,1,1,1,1,
newyork__location_244,newyork,train,1,0,1,1,1,
newyork__location_245,newyork,train,1,1,1,1,1,
newyork__location_246,newyork,train,1,1,1,1,1,
newyork__location_247,newyork,train,1,1,1,1,1,
newyork__location_248,newyork,train,1,1,1,1,1,
newyork__location_249,newyork,train,1,1,1,1,1,
newyork__location_250,newyork,train,1,1,1,1,1,
newyork__location_251,newyork,train,1,1,1,1,1,
newyork__location_252,newyork,train,1,1,1,1,1,
newyork__location_253,newyork,train,1,1,1,1,1,
newyork__location_254,newyork,train,1,1,1,1,1,
newyork__location_255,newyork,train,1,1,1,1,1,
newyork__location_256,newyork,train,1,1,1,1,1,
newyork__location_257,newyork,train,1,1,1,1,1,
newyork__location_258,newyork,train,0,1,1,1,1,
newyork__location_259,newyork,train,1,1,1,1,1,
newyork__location_260,newyork,train,1,1,1,1,1,
newyork__location_261,newyork,train,1,0,1,1,1,
newyork__location_262,newyork,train,1,1,1,1,1,
newyork__location_263,newyork,train,1,1,1,1,1,
newyork__location_264,newyork,train,1,1,1,1,1,
newyork__location_265,newyork,train,1,1,1,1,1,
newyork__location_266,newyork,train,1,1,1,1,1,
newyork__location_267,newyork,train,1,1,1,1,1,
newyork__location_268,newyork,train,1,1,1,1,1,
newyork__location_269,newyork,train,1,1,1,1,1,
newyork__location_270,newyork,train,1,1,1,1,1,
newyork__location_271,newyork,train,1,1,1,1,1,
newyork__location_272,newyork,train,1,1,1,1,1,
newyork__location_273,newyork,train,1,1,1,1,1,
newyork__location_274,newyork,train,1,1,1,1,1,
newyork__location_275,newyork,train,1,1,1,1,1,
newyork__location_276,newyork,train,1,1,1,1,1,
newyork__location_277,newyork,train,1,0,1,1,1,
newyork__location_278,newyork,train,1,1,1,1,1,
newyork__location_279,newyork,train,1,1,1,1,1,
newyork__location_280,newyork,train,1,1,1,1,1,
newyork__location_281,newyork,train,1,1,1,1,1,
newyork__location_282,newyork,train,1,1,1,1,1,
newyork__location_283,newyork,train,1,1,1,1,1,
newyork__location_284,newyork,train,1,1,1,1,1,
newyork__location_285,newyork,train,1,1,1,1,1,
newyork__location_286,newyork,train,1,1,1,1,1,
newyork__location_287,newyork,train,1,1,1,1,1,
newyork__location_288,newyork,train,1,1,1,1,1,
newyork__location_289,newyork,train,1,0,1,1,1,
newyork__location_290,newyork,train,1,1,1,1,1,
newyork__location_291,newyork,train,1,1,1,1,1,
newyork__location_292,newyork,train,1,1,1,1,1,
newyork__location_293,newyork,train,1,1,1,1,1,
newyork__location_294,newyork,train,1,1,1,1,1,
newyork__location_295,newyork,train,1,1,1,1,1,
newyork__location_296,newyork,train,1,1,1,1,1,
newyork__location_297,newyork,train,1,1,1,1,1,
newyork__location_298,newyork,train,1,1,1,1,1,
newyork__location_299,newyork,train,1,1,1,1,1,
newyork__location_300,newyork,train,1,1,1,1,1,
newyork__location_301,newyork,train,1,1,1,1,1,
newyork__location_302,newyork,train,1,1,1,1,1,
newyork__location_303,newyork,train,1,1,1,1,1,
newyork__location_304,newyork,train,1,1,1,1,1,
newyork__location_305,newyork,train,1,1,1,1,1,
newyork__location_306,newyork,train,1,1,1,1,1,
newyork__location_307,newyork,train,1,1,1,1,1,
newyork__location_308,newyork,train,1,0,1,1,1,
newyork__location_309,newyork,train,1,1,1,1,1,
newyork__location_310,newyork,train,1,1,1,1,1,
newyork__location_311,newyork,train,1,1,1,1,1,
newyork__location_312,newyork,train,1,0,1,1,1,
newyork__location_313,newyork,train,1,1,1,1,1,
newyork__location_314,newyork,train,1,1,1,1,1,
newyork__location_315,newyork,train,1,1,1,1,1,
newyork__location_316,newyork,train,1,1,1,1,1,
newyork__location_317,newyork,train,0,1,1,1,1,
newyork__location_318,newyork,train,1,1,1,1,1,
newyork__location_319,newyork,train,1,1,1,1,1,
newyork__location_320,newyork,train,1,1,1,1,1,
newyork__location_321,newyork,train,1,1,1,1,1,
newyork__location_322,newyork,train,1,1,1,1,1,
newyork__location_323,newyork,train,1,1,1,1,1,
newyork__location_324,newyork,train,1,0,1,1,1,
newyork__location_325,newyork,train,1,1,1,1,1,
newyork__location_326,newyork,train,1,1,1,1,1,
newyork__location_327,newyork,train,1,1,1,1,1,
newyork__location_328,newyork,train,1,1,1,1,1,
newyork__location_329,newyork,train,1,1,1,1,1,
newyork__location_330,newyork,train,1,1,1,1,1,
newyork__location_331,newyork,train,1,1,1,1,1,
newyork__location_332,newyork,train,1,1,1,1,1,
newyork__location_333,newyork,train,1,1,1,1,1,
newyork__location_334,newyork,train,1,1,1,1,1,
newyork__location_335,newyork,train,1,1,1,1,1,
newyork__location_336,newyork,train,1,1,1,1,1,
newyork__location_337,newyork,train,1,1,1,1,1,
newyork__location_338,newyork,train,1,1,1,1,1,
newyork__location_339,newyork,train,1,1,1,1,1,
newyork__location_340,newyork,train,1,1,1,1,1,
newyork__location_341,newyork,train,1,1,1,1,1,
newyork__location_342,newyork,train,1,1,1,1,1,
newyork__location_343,newyork,train,1,1,1,1,1,
newyork__location_344,newyork,train,1,1,1,1,1,
newyork__location_345,newyork,train,1,1,1,1,1,
newyork__location_346,newyork,train,1,1,1,1,1,
newyork__location_347,newyork,train,1,1,1,1,1,
newyork__location_348,newyork,train,1,1,1,1,1,
newyork__location_349,newyork,train,1,1,1,1,1,
newyork__location_350,newyork,train,1,1,1,1,1,
newyork__location_351,newyork,train,1,1,1,1,1,
newyork__location_352,newyork,train,1,1,1,1,1,
newyork__location_353,newyork,train,1,1,1,1,1,
newyork__location_354,newyork,train,1,1,1,1,1,
newyork__location_355,newyork,train,1,1,1,1,1,
newyork__location_356,newyork,train,1,1,1,1,1,
newyork__location_357,newyork,train,1,1,1,1,1,
newyork__location_358,newyork,train,1,1,1,1,1,
newyork__location_359,newyork,train,1,1,1,1,1,
newyork__location_360,newyork,train,1,1,1,1,1,
newyork__location_361,newyork,train,1,1,1,1,1,
newyork__location_362,newyork,train,1,1,1,1,1,
newyork__location_363,newyork,train,1,1,1,1,1,
newyork__location_364,newyork,train,1,1,1,1,1,
newyork__location_365,newyork,train,1,1,1,1,1,
newyork__location_366,newyork,train,1,1,1,1,1,
newyork__location_367,newyork,train,1,1,1,1,1,
newyork__location_368,newyork,train,1,1,1,1,1,
newyork__location_369,newyork,train,1,1,1,1,1,
newyork__location_370,newyork,train,1,1,1,1,1,
newyork__location_371,newyork,train,1,1,1,1,1,
newyork__location_372,newyork,train,1,1,1,1,1,
newyork__location_373,newyork,train,1,1,1,1,1,
newyork__location_374,newyork,train,1,1,1,1,1,
newyork__location_375,newyork,train,1,1,1,1,1,
newyork__location_376,newyork,train,1,1,1,1,1,
newyork__location_377,newyork,train,1,1,1,1,1,
newyork__location_378,newyork,train,1,1,1,1,1,
newyork__location_379,newyork,train,1,1,1,1,1,
newyork__location_380,newyork,train,1,1,1,1,1,
newyork__location_381,newyork,train,1,1,1,1,1,
newyork__location_382,newyork,train,1,1,1,1,1,
newyork__location_383,newyork,train,0,0,1,1,1,
newyork__location_384,newyork,train,1,1,1,1,1,
newyork__location_385,newyork,train,1,1,1,1,1,
newyork__location_386,newyork,train,1,1,1,1,1,
newyork__location_387,newyork,train,1,1,1,1,1,
newyork__location_388,newyork,train,1,1,1,1,1,
newyork__location_389,newyork,train,1,1,1,1,1,
newyork__location_390,newyork,train,1,1,1,1,1,
newyork__location_391,newyork,train,1,1,1,1,1,
newyork__location_392,newyork,train,0,1,1,1,1,
newyork__location_393,newyork,train,1,1,1,1,1,
newyork__location_394,newyork,train,1,1,1,1,1,
newyork__location_395,newyork,train,1,1,1,1,1,
newyork__location_396,newyork,train,1,0,1,1,1,
newyork__location_397,newyork,train,1,1,1,1,1,
newyork__location_398,newyork,train,1,0,1,1,1,
newyork__location_399,newyork,train,1,1,1,1,1,
newyork__location_400,newyork,train,1,1,1,1,1,
newyork__location_401,newyork,train,1,1,1,1,1,
newyork__location_402,newyork,train,1,1,1,1,1,
newyork__location_403,newyork,train,1,1,1,1,1,
newyork__location_404,newyork,train,1,1,1,1,1,
newyork__location_405,newyork,train,1,1,1,1,1,
newyork__location_406,newyork,train,1,1,1,1,1,
newyork__location_407,newyork,train,1,1,1,1,1,
newyork__location_408,newyork,train,1,1,1,1,1,
newyork__location_409,newyork,train,1,1,1,1,1,
newyork__location_410,newyork,train,1,1,1,1,1,
newyork__location_411,newyork,train,1,0,1,1,1,
newyork__location_412,newyork,train,1,1,1,1,1,
newyork__location_413,newyork,train,1,1,1,1,1,
newyork__location_414,newyork,train,1,1,1,1,1,
newyork__location_415,newyork,train,1,1,1,1,1,
newyork__location_416,newyork,train,1,1,1,1,1,
newyork__location_417,newyork,train,1,1,1,1,1,
newyork__location_418,newyork,train,1,1,1,1,1,
newyork__location_419,newyork,train,1,1,1,1,1,
newyork__location_420,newyork,train,1,1,1,1,1,
newyork__location_421,newyork,train,1,1,1,1,1,
newyork__location_422,newyork,train,1,1,1,1,1,
newyork__location_423,newyork,train,1,1,1,1,1,
newyork__location_424,newyork,train,1,1,1,1,1,
newyork__location_425,newyork,train,1,1,1,1,1,
newyork__location_426,newyork,train,1,1,1,1,1,
newyork__location_427,newyork,train,1,1,1,1,1,
newyork__location_428,newyork,train,1,1,1,1,1,
newyork__location_429,newyork,train,1,1,1,1,1,
newyork__location_430,newyork,train,1,1,1,1,1,
newyork__location_431,newyork,train,1,1,1,1,1,
newyork__location_432,newyork,train,1,1,1,1,1,
newyork__location_433,newyork,train,1,1,1,1,1,
newyork__location_434,newyork,train,1,1,1,1,1,
newyork__location_435,newyork,train,1,1,1,1,1,
newyork__location_436,newyork,train,1,1,1,1,1,
newyork__location_437,newyork,train,1,1,1,1,1,
newyork__location_438,newyork,train,1,1,1,1,1,
newyork__location_439,newyork,train,1,1,1,1,1,
newyork__location_440,newyork,train,1,1,1,1,1,
newyork__location_441,newyork,train,1,1,1,1,1,
newyork__location_442,newyork,train,1,1,1,1,1,
newyork__location_443,newyork,train,1,1,1,1,1,
newyork__location_444,newyork,train,1,1,1,1,1,
newyork__location_445,newyork,train,1,1,1,1,1,
newyork__location_446,newyork,train,1,1,1,1,1,
newyork__location_447,newyork,train,1,1,1,1,1,
newyork__location_448,newyork,train,1,1,1,1,1,
newyork__location_449,newyork,train,1,1,1,1,1,
newyork__location_450,newyork,train,1,1,1,1,1,
newyork__location_451,newyork,val,1,1,1,1,1,
newyork__location_452,newyork,val,1,1,1,1,1,
newyork__location_453,newyork,val,1,1,1,1,1,
newyork__location_454,newyork,val,1,1,1,1,1,
newyork__location_455,newyork,val,1,1,1,1,1,
newyork__location_456,newyork,val,1,1,1,1,1,
newyork__location_457,newyork,val,1,1,1,1,1,
newyork__location_458,newyork,val,1,1,1,1,1,
newyork__location_459,newyork,val,1,1,1,1,1,
newyork__location_460,newyork,val,1,1,1,1,1,
newyork__location_461,newyork,val,1,1,1,1,1,
newyork__location_462,newyork,val,1,1,1,1,1,
newyork__location_463,newyork,val,1,1,1,1,1,
newyork__location_464,newyork,val,1,1,1,1,1,
newyork__location_465,newyork,val,1,1,1,1,1,
newyork__location_466,newyork,val,1,1,1,1,1,
newyork__location_467,newyork,val,1,1,1,1,1,
newyork__location_468,newyork,val,1,1,1,1,1,
newyork__location_469,newyork,val,1,1,1,1,1,
newyork__location_470,newyork,val,1,0,1,1,1,
newyork__location_471,newyork,val,1,1,1,1,1,
newyork__location_472,newyork,val,1,1,1,1,1,
newyork__location_473,newyork,val,1,1,1,1,1,
newyork__location_474,newyork,val,1,1,1,1,1,
newyork__location_475,newyork,val,1,1,1,1,1,
newyork__location_476,newyork,test,1,1,1,1,1,
newyork__location_477,newyork,test,1,1,1,1,1,
newyork__location_478,newyork,test,1,1,1,1,1,
newyork__location_479,newyork,test,1,1,1,1,1,
newyork__location_480,newyork,test,1,1,1,1,1,
newyork__location_481,newyork,test,1,1,1,1,1,
newyork__location_482,newyork,test,1,1,1,1,1,
newyork__location_483,newyork,test,1,1,1,1,1,
newyork__location_484,newyork,test,1,1,1,1,1,
newyork__location_485,newyork,test,1,1,1,1,1,
newyork__location_486,newyork,test,1,1,1,1,1,
newyork__location_487,newyork,test,1,1,1,1,1,
newyork__location_488,newyork,test,1,1,1,1,1,
newyork__location_489,newyork,test,1,1,1,1,1,
newyork__location_490,newyork,test,1,1,1,1,1,
newyork__location_491,newyork,test,1,1,1,1,1,
newyork__location_492,newyork,test,1,0,1,1,1,
newyork__location_493,newyork,test,1,1,1,1,1,
newyork__location_494,newyork,test,1,1,1,1,1,
newyork__location_495,newyork,test,1,1,1,1,1,
newyork__location_496,newyork,test,1,1,1,1,1,
newyork__location_497,newyork,test,1,1,1,1,1,
newyork__location_498,newyork,test,1,1,1,1,1,
newyork__location_499,newyork,test,1,1,1,1,1,
newyork__location_500,newyork,test,1,1,1,1,1,
sanfrancisco__location_1,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_2,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_3,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_4,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_5,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_6,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_7,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_8,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_9,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_10,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_11,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_12,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_13,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_14,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_15,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_16,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_17,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_18,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_19,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_20,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_21,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_22,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_23,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_24,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_25,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_26,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_27,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_28,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_29,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_30,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_31,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_32,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_33,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_34,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_35,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_36,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_37,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_38,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_39,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_40,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_41,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_42,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_43,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_44,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_45,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_46,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_47,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_48,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_49,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_50,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_51,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_52,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_53,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_54,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_55,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_56,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_57,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_58,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_59,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_60,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_61,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_62,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_63,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_64,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_65,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_66,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_67,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_68,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_69,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_70,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_71,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_72,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_73,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_74,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_75,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_76,sanfrancisco,train,0,0,0,0,0,
sanfrancisco__location_77,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_78,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_79,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_80,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_81,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_82,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_83,sanfrancisco,train,1,1,1,1,1,
sanfrancisco__location_84,sanfrancisco,train,1,1,1,1,1,
